Product Name,Asset ID,GLB Link,Status,Status Code,Error,Response Time (ms)
"Prada - PR 19WV VIY1O1 5317",126a0326-d4ad-42f8-8b10-b417fc3a552f,"https://synsam.b-cdn.net/KTX/83648.glb",success,200,"",183
"Polo Ralph Lauren - PH1201 9157 5018",4ed858a5-9633-4a5b-b058-bac2a9325e44,"https://synsam.b-cdn.net/KTX/81995.glb",success,200,"",169
"Polo Ralph Lauren - PH1157 9038 5517",3beb2af8-e818-48fb-b7a5-18dfb58e480e,"https://synsam.b-cdn.net/KTX/77860.glb",success,200,"",171
"Polo Ralph Lauren - PH2126 5504 5316",fa452b16-705c-4102-8d04-c0263073d8d4,"https://synsam.b-cdn.net/KTX/82058.glb",success,200,"",147
"Polo Ralph Lauren - PH2184 5284 5517",6fa88424-040b-497d-8d0c-4a919583fb9f,"https://synsam.b-cdn.net/KTX/82043.glb",success,200,"",189
"Puma - PU0255O 2 5618",cfcae0ac-dad3-4d4d-96cf-31b4b6f8349d,"https://synsam.b-cdn.net/KTX/82253.glb",success,200,"",229
"Polo Ralph Lauren - PH1193 9393 5119",5f347cfd-bb87-4a2c-9167-59c48f16a2d7,"https://synsam.b-cdn.net/KTX/82022.glb",success,200,"",190
"Polaroid - PLD D404/G 35J 5121",0e4b5b52-75ab-4a76-822d-7af11624f1cf,"https://synsam.b-cdn.net/KTX/82824.glb",success,200,"",209
"Polo Ralph Lauren - PH1147 9038 54",9ee24963-c19c-438a-bea3-09fcc9df294d,"https://synsam.b-cdn.net/KTX/75936.glb",success,200,"",221
"Rag & Bone - RNB3038/G 6FQ 5416",49964cb0-f8e3-44a3-9fb4-44405996210d,"https://synsam.b-cdn.net/KTX/82838.glb",timeout,,"Request timeout",5015
"Polaroid - PLD D349 807 5717",dfdc44fd-6f54-41e1-bf38-9422d617d135,"https://synsam.b-cdn.net/KTX/82809.glb",success,200,"",273
"Puma - PU0254O 1 5416",2803b007-b531-416f-b3ac-65381f5e593c,"https://synsam.b-cdn.net/KTX/82262.glb",success,200,"",202
"Polaroid - PLD D377/G 85K 5120",a901a7f2-3467-45c7-95af-48ffa9f5d45f,"https://synsam.b-cdn.net/KTX/82813.glb",success,200,"",362
"Polo Ralph Lauren - PH2197 5735 5418",f68648e7-2374-4165-bcd2-3e2ade3df23c,"https://synsam.b-cdn.net/KTX/82064.glb",success,200,"",219
"Prada - PR54XV YDC1O1 54",0c3752ed-668c-4da8-9988-f9d653351ea7,"https://synsam.b-cdn.net/KTX/82082.glb",success,200,"",176
"Polaroid - PLD D398/G KJ1 5418",85acf982-add3-4e42-88e9-3581aef967d0,"https://synsam.b-cdn.net/KTX/82808.glb",success,200,"",253
"Prada - PR 18WV 1AB1O1 5217",cf219320-eba1-430f-ac1e-fa994c1bcfc2,"https://synsam.b-cdn.net/KTX/83650.glb",success,200,"",141
"Polo Ralph Lauren - PH2126 5506 5316",10d30127-aed8-4d0c-97ed-0735bc720603,"https://synsam.b-cdn.net/KTX/77863.glb",success,200,"",197
"Puma - PJ0012O 8 4916",0a0a4949-8591-479c-b38c-a42c98602f80,"https://synsam.b-cdn.net/KTX/82275.glb",success,200,"",183
"Prada - PR 17WV TY71O1 5319",3997dca1-9185-49e2-9668-cfb309f80089,"https://synsam.b-cdn.net/KTX/83647.glb",success,200,"",208
"Polo Ralph Lauren - PH2220 5003 5418",b5f9aef0-3237-47eb-a04d-709e45c6234b,"https://synsam.b-cdn.net/KTX/82040.glb",success,200,"",221
"Puma - PJ0012O 6 4916",a6694b0b-2850-4def-affe-fc4c85a03ae2,"https://synsam.b-cdn.net/KTX/82274.glb",success,200,"",209
"Polo Ralph Lauren - PH2218 5528 5417",8c718238-dca2-4f49-9987-86c177db8bd4,"https://synsam.b-cdn.net/KTX/82029.glb",success,200,"",205
"Polo Ralph Lauren - PH1179 9326 4820",fbd7fce7-4b6b-44c0-88ff-346a0df0027a,"https://synsam.b-cdn.net/KTX/82062.glb",success,200,"",218
"Polaroid - PLD D355 003 5517",3823d502-5e5c-4340-8155-80e26508523c,"https://synsam.b-cdn.net/KTX/82821.glb",success,200,"",192
"Ray-Ban Cats 5000 classic - RB4125 601/3F 59",892cf4db-0a14-4589-aca7-0336e672662d,"https://synsam.b-cdn.net/KTX/80600.glb",success,200,"",169
"Ray-Ban - RB4378 601/8G 5416",21ec3ba4-6ae1-43f3-b75a-2ff79f8387ec,"https://synsam.b-cdn.net/KTX/86141.glb",success,200,"",169
"Ray-Ban Blaze double bridge - RB4292N 710/13 62",49b21f45-b686-48a6-9095-9df8e3dd6ad4,"https://synsam.b-cdn.net/KTX/80760.glb",success,200,"",147
"Ray-Ban Bill - RB2198",d763cd4a-44d5-459e-a3e1-01ee7cbd2de8,"https://synsam.b-cdn.net/KTX/84731.glb",success,200,"",228
"Ray-Ban - RB4376 66025Q 5716",8700ec6e-35e9-4147-8a08-cf8217eb70e5,"https://synsam.b-cdn.net/KTX/86118.glb",success,200,"",185
"Ray-Ban Blaze Meteor - RB4368N 710/13",3cd1e732-d8ff-48e1-8f63-df0f2d8a0ad3,"https://synsam.b-cdn.net/KTX/80435.glb",success,200,"",216
"Ray-Ban - RB3688 001/31 5519",a5704242-43ae-4b3b-8d57-df22796d927d,"https://synsam.b-cdn.net/KTX/86095.glb",success,200,"",245
"Ray-Ban - RB4378 65722V 5416",c3a5a5fb-1c15-4d55-9ab6-1eac178f182e,"https://synsam.b-cdn.net/KTX/86143.glb",success,200,"",186
"Ray-Ban Blaze Meteor - RB4368N 820/73",a2b50fc8-c0c8-4ed0-ae9a-1448d8068525,"https://synsam.b-cdn.net/KTX/80434.glb",success,200,"",194
"Ray-Ban - RB3683",d4109fde-b4bb-4bc9-8342-88dddb4aac95,"https://synsam.b-cdn.net/KTX/84695.glb",success,200,"",230
"Ray-Ban - RB3687 002/31 6117",5e6e5455-3c6f-4d31-9856-22cde2c7a1cf,"https://synsam.b-cdn.net/KTX/86083.glb",success,200,"",220
"Ray-Ban Blaze General - RB3583N 003/87 5816",126d6c78-7295-4471-84d8-49fc57f91471,"https://synsam.b-cdn.net/KTX/80354.glb",success,200,"",183
"Ray-Ban Chromance - RB3542 197/6B 63",ae5915ad-8673-4420-a096-e3119fc829ff,"https://synsam.b-cdn.net/KTX/80312.glb",success,200,"",187
"Ray-Ban - RB4298 601/71 57",0a9ba4cc-56ca-45b4-84d5-015de5e7663d,"https://synsam.b-cdn.net/KTX/80812.glb",success,200,"",200
"Ray-Ban - RB3688 004/K8 5219",359cc0b9-3ba7-47a4-b4a3-1e297e2bda54,"https://synsam.b-cdn.net/KTX/86113.glb",success,200,"",461
"Ray-Ban - RB3690 001/AN 5121",3e1e4fd1-f932-4dfb-9255-bd87fd9420bd,"https://synsam.b-cdn.net/KTX/86039.glb",success,200,"",288
"Ray-Ban - RB3688 002/B1 5219",06928021-ed2b-4274-a7f7-acd4807ed73d,"https://synsam.b-cdn.net/KTX/86098.glb",success,200,"",220
"Ray-Ban - RB4376 710/13 5716",9cce02b8-61ef-454b-8b1b-adcdf6ce794a,"https://synsam.b-cdn.net/KTX/86119.glb",success,200,"",140
"Ray-Ban - RB4338 649187 5920",9a9b2042-dd47-4967-8c69-9624619aa434,"https://synsam.b-cdn.net/KTX/82885.glb",success,200,"",455
"Ray-Ban - RB3557 9198B1 5120",9286d2c5-b2d8-464b-a66f-93ea157f11e0,"https://synsam.b-cdn.net/KTX/83049.glb",success,200,"",185
"Ray-Ban - RB4338 61974L 5920",dcf629e8-b30b-406a-b78e-5ec14f03cef5,"https://synsam.b-cdn.net/KTX/82883.glb",success,200,"",429
"Ray-Ban - RB4368 652580 5121",d26bd94d-9f51-4f47-8149-97ca72da5b07,"https://synsam.b-cdn.net/KTX/82870.glb",success,200,"",460
"Ray-Ban - RX5362 5082 5217",2bafc146-3b90-4f45-8082-475f32284feb,"https://synsam.b-cdn.net/KTX/82090.glb",success,200,"",216
"Ray-Ban - RB3557 9196R5 5120",95155150-c23e-4613-8184-8b21b8836607,"https://synsam.b-cdn.net/KTX/83047.glb",success,200,"",236
"Ray-Ban - RY Junior Vista 1549 3652 4816",e9adecef-c69e-4099-b019-fb1ef61c05b4,"https://synsam.b-cdn.net/KTX/77014.glb",success,200,"",203
"Ray-Ban - RB4338 64898E 5920",60881933-551e-4311-97b7-c74a717024dc,"https://synsam.b-cdn.net/KTX/82882.glb",success,200,"",221
"Ray-Ban - RB3557 919931 5120",e4c83993-4310-4268-a403-8a4356eba87b,"https://synsam.b-cdn.net/KTX/83051.glb",success,200,"",213
"Ray-Ban - RB4338 601/71 5920",d7db4c2c-6001-4fd6-80e2-95600e970c6f,"https://synsam.b-cdn.net/KTX/82887.glb",success,200,"",223
"Ray-Ban - RB3669 001/Q6 5520",f0133001-750e-413c-8111-41e9b1f60833,"https://synsam.b-cdn.net/KTX/83012.glb",success,200,"",187
"Ray-Ban - RX8415 2503 5317",0d38ca33-649c-48f9-9822-6cf231bdaa4f,"https://synsam.b-cdn.net/KTX/82085.glb",success,200,"",201
"Ray-Ban - RB3670 001/3F 5419",d2b1ff7a-cc31-4575-8e93-304d46b6996d,"https://synsam.b-cdn.net/KTX/83310.glb",success,200,"",180
"Ray-Ban - RB4368 65234L 5121",cfeb6184-7f2f-4d3c-9ebb-bc6164ce4a82,"https://synsam.b-cdn.net/KTX/82874.glb",success,200,"",239
"Ray-Ban Benji - RB2189 13193F 5420",7e1dad46-d9f9-4f53-bdac-175d08d5008c,"https://synsam.b-cdn.net/KTX/82925.glb",success,200,"",343
"Ray-Ban - RB3668 001/Q5 5519",f0328c5e-7120-4318-a578-fef59a8c44e3,"https://synsam.b-cdn.net/KTX/83029.glb",success,200,"",193
"Ray-Ban - RB4338 710/13 5920",aacf39c6-2eab-4f5a-b462-1fbdd10ecbcb,"https://synsam.b-cdn.net/KTX/82886.glb",timeout,,"Request timeout",5007
"Ray-Ban Benji - RB2189 1292B1 54-20",9d81a3d5-5a27-48fc-939c-e5dd9621cfab,"https://synsam.b-cdn.net/KTX/82916.glb",success,200,"",199
"Ray-Ban - RX7047 5196 5417",14dc5fcd-47ad-4dde-8825-be52503fbe4f,"https://synsam.b-cdn.net/KTX/78323.glb",success,200,"",141
"Ray-Ban Benji - RB2189 12943M 5420",7c5636b4-b772-40a8-88aa-a79b8c84d052,"https://synsam.b-cdn.net/KTX/82923.glb",success,200,"",236
"Ray-Ban - RX6421 2997 5418",e5ead467-25e3-4b44-ab34-60ffa950c71f,"https://synsam.b-cdn.net/KTX/82086.glb",success,200,"",202
"Ray-Ban - RX7156 5796 5320",9c97b823-83bd-43d5-bb68-a859f4b1d4a6,"https://synsam.b-cdn.net/KTX/82087.glb",success,200,"",189
"Ray-Ban Benji - RB2189 132085 5220",460576c3-ff5e-42e6-8736-54e0f1af1e06,"https://synsam.b-cdn.net/KTX/82933.glb",success,200,"",219
"Rag & Bone - RNB7026/G XL7 5319",ed716035-f4ad-4602-8c61-ffc9f17f1362,"https://synsam.b-cdn.net/KTX/82851.glb",success,200,"",221
"Rag & Bone - RNB7028/G KB7 5020",67c8af71-589e-43fe-91aa-53a66433cd2f,"https://synsam.b-cdn.net/KTX/82849.glb",success,200,"",405
"Ray-Ban - RY1549 3655 4816",239ab8ed-cdc7-46ef-be90-ec935ea7f65e,"https://synsam.b-cdn.net/KTX/83658.glb",success,200,"",245
"Rag & Bone - RNB7026/G CBL 5319",a26d993a-3e20-4261-a1a2-7a37d814a20d,"https://synsam.b-cdn.net/KTX/82845.glb",success,200,"",177
"Ray-Ban Benji - RB2189 901/31 5220",cd69c1d9-054e-42c8-98f1-0d77cfdc1b6e,"https://synsam.b-cdn.net/KTX/82937.glb",success,200,"",223
"Ray-Ban - RB3557 919631 5120",59f6f528-e988-4508-956f-f5bf1b5311e6,"https://synsam.b-cdn.net/KTX/83044.glb",success,200,"",206
"Ray-Ban - RB3668 001/Q2 5519",ee6ca5e7-1afe-4149-9dea-f59cff53cbf5,"https://synsam.b-cdn.net/KTX/83032.glb",success,200,"",165
"Ray-Ban Benji - RB2189 1292W1 54-20",27636801-bc86-424c-9484-c6179e5f4764,"https://synsam.b-cdn.net/KTX/82920.glb",timeout,,"Request timeout",5001
"Ray-Ban - RB4181 601/87 5716",9ecd47f6-6f17-47d0-8b71-63cef2e7c61e,"https://synsam.b-cdn.net/KTX/82911.glb",success,200,"",193
"Rag & Bone - RNB7001 807 5518",7a38b97c-9ce2-4b96-8e45-8f371c3d42d7,"https://synsam.b-cdn.net/KTX/82841.glb",success,200,"",198
"Ray-Ban Aviator - RB3025 001/3E 62",77987ace-0d99-419b-91da-55dbce0ffb90,"https://synsam.b-cdn.net/KTX/75636.glb",success,200,"",238
"Ray-Ban - RB4368 6526A5 5121",3f503ea3-edf0-495e-8adc-f95793d23097,"https://synsam.b-cdn.net/KTX/82869.glb",success,200,"",330
"Ray-Ban - Ry Junior Vista 1528 3583",81b5dab0-6b8a-4941-9a3f-892e49247009,"https://synsam.b-cdn.net/KTX/75290.glb",success,200,"",231
"Ray-Ban - RB4337 649711 5921",2eca7a29-c6de-43ff-9e71-eada6f9920e5,"https://synsam.b-cdn.net/KTX/81841.glb",success,200,"",217
"Ray-Ban - RY Junior Vista RY1554 3616 4816",90da6ec6-23f2-479e-b0e3-adacefcf7efe,"https://synsam.b-cdn.net/KTX/82098.glb",success,200,"",201
"Ray-Ban - RB2180 710/X0 4921",188e1cf8-0f9c-41f6-ab9e-7972447f6e9d,"https://synsam.b-cdn.net/KTX/83409.glb",success,200,"",213
"Ray-Ban - RX7244 2012 5318",010b2107-05c7-4f7c-a539-a885f187be70,"https://synsam.b-cdn.net/KTX/83661.glb",success,200,"",239
"Ray-Ban - RB4344 601/78 5619",0a6aa024-71d3-4626-a33f-f6a561182d89,"https://synsam.b-cdn.net/KTX/83307.glb",success,200,"",214
"Ray-Ban - RX3447V 2620 4721",3941c046-3f78-478e-8da4-a75338a59fef,"https://synsam.b-cdn.net/KTX/76975.glb",success,200,"",154
"Ray-Ban - RB3557 919648 5120",5493fec2-6fa5-4795-ac31-63ef219cf66c,"https://synsam.b-cdn.net/KTX/83046.glb",success,200,"",204
"Ray-Ban Benji - RB2189 1292W1 52-20",a1f44e9f-0a4b-46ed-85a8-c590433d3f3b,"https://synsam.b-cdn.net/KTX/82922.glb",success,200,"",229
"Ray-Ban - RB4181 710/7N 5716",01e39828-c418-48cc-9c47-e04570ed04b4,"https://synsam.b-cdn.net/KTX/82910.glb",success,200,"",235
"Ray-Ban - RX3582V 2946 5120",83157f08-f235-4e79-ae2a-7490dba94d7a,"https://synsam.b-cdn.net/KTX/82092.glb",success,200,"",169
"Ray-Ban - RY Junior Vista 1530 3529 4816",b0a74ea4-284a-46bd-91a7-56b395ea3a4b,"https://synsam.b-cdn.net/KTX/75884.glb",success,200,"",253
"Ray-Ban - RB4368 651811 5121",0a4672ca-9169-4e71-bcbf-8c2fcff7d548,"https://synsam.b-cdn.net/KTX/82880.glb",success,200,"",215
"Ray-Ban - RB3668 905487 5519",d7b5240c-f5c5-4dbe-bd93-0e99207ff505,"https://synsam.b-cdn.net/KTX/83023.glb",success,200,"",237
"Ray-Ban - RX5228 2012 5317",d2ac1ab9-25d3-440b-b4ed-d4b039082efc,"https://synsam.b-cdn.net/KTX/75941.glb",success,200,"",167
"Rag & Bone - RNB7023 086 4919",288dd244-2c96-453f-9e36-021266b3b256,"https://synsam.b-cdn.net/KTX/82850.glb",success,200,"",233
"Ray-Ban - RB3668 001/Q1 5519",54998ae5-4466-494c-be96-7372c85b8e2f,"https://synsam.b-cdn.net/KTX/83033.glb",success,200,"",175
"Ray-Ban - RB3669 905487 5520",d47307c0-5242-4ea4-8a45-16cc0be815f4,"https://synsam.b-cdn.net/KTX/83008.glb",success,200,"",220
"Ray-Ban - RB3666 004/B1 5617",21d87dce-f8c4-4e29-a019-90c83ce84c0e,"https://synsam.b-cdn.net/KTX/83306.glb",success,200,"",199
"Ray-Ban Benji - RB2189 13193F 5220",579c66d1-09c6-49e6-adca-0c2d6eaf97b2,"https://synsam.b-cdn.net/KTX/82929.glb",success,200,"",195
"Ray-Ban - RY1531 3647 4616",84c71157-f5c1-48ae-ba87-da3ad7d42fd4,"https://synsam.b-cdn.net/KTX/83657.glb",success,200,"",188
"Ray-Ban - Junior Vista RY 1550 3656 48",6a8ba9df-66b5-4b1b-a347-cae3b9ea5d6d,"https://synsam.b-cdn.net/KTX/75922.glb",success,200,"",213
"Ray-Ban - RB3668 001/Q6 5519",496ff3b9-f8ed-4adf-8685-6bded4961de4,"https://synsam.b-cdn.net/KTX/83028.glb",timeout,,"Request timeout",5018
"Rag & Bone - RNB3038/G YIB 5416",7605dda8-3776-43ac-94c6-238f6d7bb29d,"https://synsam.b-cdn.net/KTX/82856.glb",success,200,"",263
"Rag & Bone - RNB3041 RHL 5019",17332cdb-65da-466e-b005-a81c252e8d1f,"https://synsam.b-cdn.net/KTX/82839.glb",success,200,"",210
"Ray-Ban - RB3668 901480 5519",82f83577-a330-450b-8c68-aa4e759e4a2c,"https://synsam.b-cdn.net/KTX/83025.glb",success,200,"",186
"Ray-Ban - RX3857V 3086 5120",2e455dbf-adc2-4030-bd8e-bf30dcc26e01,"https://synsam.b-cdn.net/KTX/82089.glb",success,200,"",202
"Ray-Ban - RB4368 652087 5121",41e4ff80-bf45-4ff8-ae32-99fa801a1bea,"https://synsam.b-cdn.net/KTX/82877.glb",success,200,"",262
"Ray-Ban - RB3669 001/Q2 5520",dfbbb687-b814-4059-ace4-ed80b9ffffc3,"https://synsam.b-cdn.net/KTX/83019.glb",success,200,"",183
"Ray-Ban Aviator - RB3025 112/M2 55",5cabf93b-1169-4e3e-8169-a7c3eab58a59,"https://synsam.b-cdn.net/KTX/83302.glb",success,200,"",206
"Ray-Ban - RB3669 001/Q4 5520",38a01620-a975-4949-b91d-f510c4e47636,"https://synsam.b-cdn.net/KTX/83015.glb",success,200,"",190
"Ray-Ban - RY1604 3862 4616",81b75609-6f42-4c9d-b73f-755ca26b2f64,"https://synsam.b-cdn.net/KTX/83656.glb",success,200,"",202
"Ray-Ban - RB2180 710/X0 5121",069b2cbb-0087-4a0d-b619-ca745cf1f3f2,"https://synsam.b-cdn.net/KTX/83410.glb",success,200,"",199
"Ray-Ban - RB3522 004/71 6417",f9c207b5-6ab7-41d0-a19e-8622978b1b63,"https://synsam.b-cdn.net/KTX/83407.glb",success,200,"",207
"Ray-Ban - RX6275 2503 5417",643ad0a5-c520-42e8-931f-55ef216cf6e6,"https://synsam.b-cdn.net/KTX/82084.glb",success,200,"",231
"Ray-Ban - RB4337 64898E 5921",5d13ba1a-70fd-4ced-8d07-b56305e49d60,"https://synsam.b-cdn.net/KTX/81843.glb",success,200,"",211
"Ray-Ban - RB4338 649711 5920",f1b28750-ca3b-4f31-840f-d2d89cefd8a2,"https://synsam.b-cdn.net/KTX/82884.glb",success,200,"",189
"Ray-Ban Balorama - RB4089 650833 6219",032c21ad-e272-4179-9d8f-4820952fc000,"https://synsam.b-cdn.net/KTX/82971.glb",timeout,,"Request timeout",5012
"Ray-Ban - RX7244 2000 5318",7672ad7b-e8c5-4de5-8b70-8a7e972c90ff,"https://synsam.b-cdn.net/KTX/83662.glb",success,200,"",190
"Ray-Ban - RB3668 001/Q4 5519",0b56b35a-db67-45bd-bab0-72cdb4b2cede,"https://synsam.b-cdn.net/KTX/83030.glb",success,200,"",185
"Ray-Ban - RX5268 5119 5017",abac0de4-3ecf-4e63-962d-0e85a889b1fa,"https://synsam.b-cdn.net/KTX/77662.glb",success,200,"",213
"Ray-Ban - RY Junior Vista RY1591 3806 4816",4c56368a-0e9a-48d1-9547-6b318926c1ee,"https://synsam.b-cdn.net/KTX/82097.glb",success,200,"",140
"Ray-Ban - RB4337 649187 5921",9cc28194-0e09-4cfb-89b0-a95242b5455b,"https://synsam.b-cdn.net/KTX/81840.glb",success,200,"",185
"Ray-Ban - RY Junior Vista 1550 3529 4815",83423df9-47fb-4643-9a80-788c8ed5420f,"https://synsam.b-cdn.net/KTX/75872.glb",success,200,"",182
"Ray-Ban Benji - RB2189 12943M 5220",2d5203ec-fde0-4b11-9185-d00bbbf84ca7,"https://synsam.b-cdn.net/KTX/82924.glb",success,200,"",232
"Ray-Ban - RX5228 2000 5317",2d283717-8ab5-4da2-82ff-73bd3706f04d,"https://synsam.b-cdn.net/KTX/75857.glb",success,200,"",144
"Ray-Ban - RB3669 001/Q5 5520",06b7d74b-14b6-49bb-960f-ecf293614833,"https://synsam.b-cdn.net/KTX/83013.glb",success,200,"",198
"Ray-Ban - RB4181 601/80 5716",9313d7ca-8285-4ab8-8ec9-91af7ed38254,"https://synsam.b-cdn.net/KTX/82912.glb",success,200,"",196
"Ray-Ban - RY Junior Vista 1531 3580 48",550f7463-0a12-4703-a223-a9fa053588a4,"https://synsam.b-cdn.net/KTX/75415.glb",success,200,"",227
"Ray-Ban - RB3669 001/Q3 5520",cb2aacea-7fc4-4014-8e88-898465a3d3e7,"https://synsam.b-cdn.net/KTX/83017.glb",success,200,"",174
"Ray-Ban - RB3668 001/Q3 5519",c775ce24-7323-4ba7-9fe0-30c2876c38dc,"https://synsam.b-cdn.net/KTX/83031.glb",success,200,"",175
"Ray-Ban - RX3947V 2501 5122",76c2f975-c5bf-444a-bf21-4689ac07059e,"https://synsam.b-cdn.net/KTX/82088.glb",success,200,"",143
"Ray-Ban - RB3670 903551 5419",9f308137-8162-45fa-bb04-ddc1e631b590,"https://synsam.b-cdn.net/KTX/83309.glb",success,200,"",219
"Ray-Ban - RB4368 652273 5121",fadeb520-eea2-4cad-a2d0-d4527e273430,"https://synsam.b-cdn.net/KTX/82875.glb",success,200,"",197
"Ray-Ban Benji - RB2189 1292B1 52-20",550cc76e-8671-4411-a5c6-a6012da51fd8,"https://synsam.b-cdn.net/KTX/82918.glb",success,200,"",199
"Ray-Ban - RB3663 004/3M 60",cf6750b1-1a59-4f16-afa9-dd64ffa0e336,"https://synsam.b-cdn.net/KTX/81856.glb",success,200,"",192
"Ray-Ban - RY1604 3864 4616",f66bc139-e620-4b15-b079-e9fd55ad4c21,"https://synsam.b-cdn.net/KTX/83654.glb",success,200,"",168
"Ray-Ban Benji - RB2189 132085 5420",d8166841-423e-4778-9139-daf661162cf1,"https://synsam.b-cdn.net/KTX/82931.glb",success,200,"",214
"Ray-Ban - RY Junior Vista RY1549 3633 4816",a6701233-b793-450e-85ac-849e7a2bf625,"https://synsam.b-cdn.net/KTX/82099.glb",success,200,"",149
"Ray-Ban - RB3669 901480 5520",5e88ecb1-7812-457a-9447-d68e12a102b7,"https://synsam.b-cdn.net/KTX/83010.glb",success,200,"",203
"Ray-Ban - RB 8415-2503",e5f62835-4ea4-4526-9769-9f8969f7ea87,"https://synsam.b-cdn.net/KTX/75149.glb",success,200,"",189
"Ray-Ban - RB4368 652171 5121",9472bb50-23d1-451e-a968-ce2226a07b53,"https://synsam.b-cdn.net/KTX/82876.glb",success,200,"",187
"Ray-Ban - Junior Vista RY 1536 3600 48",267084c3-3aa2-44f3-ae93-3f795c3cda69,"https://synsam.b-cdn.net/KTX/75924.glb",success,200,"",227
"Ray-Ban - RB4368 65248G 5121",2e739b86-78a8-4279-9e8c-0692e02fd5fc,"https://synsam.b-cdn.net/KTX/82872.glb",success,200,"",218
"Ray-Ban Balorama - RB4089 6430B1 6219",0cc6d5e0-ad12-4157-aa77-55f7b96e741e,"https://synsam.b-cdn.net/KTX/82974.glb",success,200,"",315
"Ray-Ban Boyfriend - RB4147 710/57 60",bed1ecc7-99b5-47a5-8abf-2d9adc45cffb,"https://synsam.b-cdn.net/KTX/79999.glb",success,200,"",231
"Ray-Ban - RB3690 001/31 5421",c00f0301-ce98-44fa-9537-d0b71449daf7,"https://synsam.b-cdn.net/KTX/86038.glb",success,200,"",258
"Ray-Ban - RB4374 6600M2 5619",faa39386-76cd-4cd1-8f8a-e0c9a0ca3a07,"https://synsam.b-cdn.net/KTX/86149.glb",success,200,"",220
"Ray-Ban - RB4361",d057284c-19f4-44cd-a0ca-bee5f1db9373,"https://synsam.b-cdn.net/KTX/84827.glb",success,200,"",708
"Ray-Ban - RB3687 001/57 6117",bd15e5ea-ab62-4307-951d-e82c78a8073c,"https://synsam.b-cdn.net/KTX/86080.glb",success,200,"",194
"Ray-Ban Aviator Gradient - RB3025 001/3F 55",8849082f-0a8a-4462-b295-99ae2a8ea892,"https://synsam.b-cdn.net/KTX/79951.glb",success,200,"",196
"Ray-Ban - RB4374 6601M3 5619",0d2db4aa-01d3-464b-9502-b8a4a0747577,"https://synsam.b-cdn.net/KTX/86150.glb",success,200,"",242
"Ray-Ban - RB8313 002/K7 58",edaf6153-055a-4a8f-9199-67a6d9ee28a9,"https://synsam.b-cdn.net/KTX/78063.glb",success,200,"",197
"Ray-Ban Aviator Large Metal - RB3025 9196G3 6214",0d9dfaae-c633-4b19-b236-fe3a7bca7304,"https://synsam.b-cdn.net/KTX/86102.glb",success,200,"",189
"Ray-Ban - RB4305 820/73 5319",95685755-e402-493c-b79f-af93be1a4da3,"https://synsam.b-cdn.net/KTX/80463.glb",success,200,"",207
"Ray-Ban - RB3681",563f8fba-49b5-4089-96bb-1485943fb721,"https://synsam.b-cdn.net/KTX/84739.glb",success,200,"",180
"Ray-Ban Chromance - RB4283CH 601/A1 64",446ecb53-8038-48e0-974e-2291a1183596,"https://synsam.b-cdn.net/KTX/80508.glb",success,200,"",191
"Ray-Ban - RB4321CH 710/A2 5321",edb2037f-5308-417a-aa23-fb226bf76efc,"https://synsam.b-cdn.net/KTX/80029.glb",success,200,"",161
"Ray-Ban Blaze Meteor - RB4368N 601/71",55e4438b-3e6d-4a9c-be39-3a6cb954e766,"https://synsam.b-cdn.net/KTX/80436.glb",success,200,"",192
"Ray-Ban - RB4375 601/71 6018",f0d6460e-5716-446e-8354-d74cc8e7d92d,"https://synsam.b-cdn.net/KTX/86152.glb",success,200,"",326
"Ray-Ban - RB4307 601S80 6118",af5efdd3-b173-42c7-b215-c45cc22486fa,"https://synsam.b-cdn.net/KTX/80441.glb",success,200,"",208
"Ray-Ban - RB4374 710/33 5619",a2530aac-3176-4277-a697-5def573e219e,"https://synsam.b-cdn.net/KTX/86151.glb",success,200,"",333
"Ray-Ban Frank - RB3857 919931 4820",29811c81-cb3e-4f84-b595-af738a557231,"https://synsam.b-cdn.net/KTX/82982.glb",success,200,"",216
"Ray-Ban New Wayfarer Color Mix - RB2132 6430B1 5518",474d1845-9067-44ed-aa41-b45a483766ec,"https://synsam.b-cdn.net/KTX/82889.glb",success,200,"",204
"Ray-Ban Chromance - RB3664CH 002/5J 5019",b01180bd-495b-4584-97e0-5b609792083a,"https://synsam.b-cdn.net/KTX/83038.glb",success,200,"",179
"Ray-Ban Boyfriend - RB4147 710/7N 6015",dce5532a-779c-4436-a5ae-015635b93def,"https://synsam.b-cdn.net/KTX/82943.glb",success,200,"",188
"Ray-Ban Erika - RB4171 651413 5418",894f869c-cfa3-4eb8-bf9c-3f7371004758,"https://synsam.b-cdn.net/KTX/82917.glb",success,200,"",232
"Ray-Ban Benji - RB2189 901/31 5420",b25cb874-b057-47da-95c0-ac284b01a51a,"https://synsam.b-cdn.net/KTX/82935.glb",success,200,"",286
"Ray-Ban John - RB2194 13193F 5318",ef1f8e9d-ce04-4dca-8ec7-cea632842634,"https://synsam.b-cdn.net/KTX/82973.glb",success,200,"",196
"Ray-Ban Cats 1000 - RB4126 632562 5719",881d16c7-c752-4a49-bcae-408272aac9c7,"https://synsam.b-cdn.net/KTX/82959.glb",success,200,"",259
"Ray-Ban Justin - RB4165 650987 5516",d11c2fcb-de96-49bf-9a6d-c8daeca267da,"https://synsam.b-cdn.net/KTX/82936.glb",success,200,"",310
